?x	?p	?y
<https://w3id.org/pmd/co/PMD_0050091>	<http://purl.obolibrary.org/obo/RO_0000091>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid1271
<https://w3id.org/pmd/co/PMD_0000878>	<http://purl.obolibrary.org/obo/RO_0009006>	<https://w3id.org/pmd/co/PMD_0000877>
<https://w3id.org/pmd/co/PMD_0020153>	<http://purl.obolibrary.org/obo/RO_0000085>	<http://purl.obolibrary.org/obo/BFO_0000034>
<https://w3id.org/pmd/co/PMD_0020188>	<http://purl.obolibrary.org/obo/BFO_0000051>	<https://w3id.org/pmd/co/PMD_0020051>
<https://w3id.org/pmd/co/PMD_0000848>	<http://purl.obolibrary.org/obo/BFO_0000054>	<https://w3id.org/pmd/co/PMD_0000522>
<https://w3id.org/pmd/co/PMD_0000114>	<http://purl.obolibrary.org/obo/RO_0000086>	<https://w3id.org/pmd/co/PMD_0010027>
<https://w3id.org/pmd/co/PMD_0000621>	<http://purl.obolibrary.org/obo/BFO_0000054>	<https://w3id.org/pmd/co/PMD_0000519>
<https://w3id.org/pmd/co/PMD_0050062>	<http://purl.obolibrary.org/obo/BFO_0000051>	<https://w3id.org/pmd/co/PMD_0020249>
<http://purl.obolibrary.org/obo/COB_0000035>	<http://purl.obolibrary.org/obo/BFO_0000055>	<http://purl.obolibrary.org/obo/OBI_0000260>
<https://w3id.org/pmd/co/PMD_0000816>	<http://purl.obolibrary.org/obo/RO_0009006>	<https://w3id.org/pmd/co/PMD_0000512>
<http://purl.obolibrary.org/obo/OBI_0200111>	<http://purl.obolibrary.org/obo/OBI_0000293>	<http://purl.obolibrary.org/obo/IAO_0000027>
<http://purl.obolibrary.org/obo/OBI_0200111>	<http://purl.obolibrary.org/obo/OBI_0000299>	_:B64e23f74X2D25f2X2D4215X2Da8ebX2D7d1198d2f8f8genid153
<http://purl.obolibrary.org/obo/OBI_0000047>	<http://purl.obolibrary.org/obo/OBI_0000312>	<http://purl.obolibrary.org/obo/OBI_0000094>
<http://purl.obolibrary.org/obo/OBI_0000835>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/OBI_0000571>
<http://purl.obolibrary.org/obo/OBI_0002989>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/OBI_0000018>
<http://purl.obolibrary.org/obo/APOLLO_SV_00000796>	<http://purl.obolibrary.org/obo/OBI_0000299>	<http://purl.obolibrary.org/obo/IAO_0000100>
<http://purl.obolibrary.org/obo/OBI_0200190>	<http://purl.obolibrary.org/obo/OBI_0000299>	_:B64e23f74X2D25f2X2D4215X2Da8ebX2D7d1198d2f8f8genid162
<http://purl.obolibrary.org/obo/OBI_0100051>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/OBI_0000112>
<http://purl.obolibrary.org/obo/OBI_0000453>	<http://purl.obolibrary.org/obo/RO_0000079>	<http://purl.obolibrary.org/obo/OBI_0000047>
<http://purl.obolibrary.org/obo/OBI_0000659>	<http://purl.obolibrary.org/obo/OBI_0000299>	<http://purl.obolibrary.org/obo/OBI_0100051>
<http://purl.obolibrary.org/obo/OBI_0000023>	<http://purl.obolibrary.org/obo/OBI_0000312>	<http://purl.obolibrary.org/obo/OBI_0000663>
<http://purl.obolibrary.org/obo/OBI_0000094>	<http://purl.obolibrary.org/obo/OBI_0000299>	<http://purl.obolibrary.org/obo/OBI_0000047>
<http://purl.obolibrary.org/obo/IAO_0000109>	<http://purl.obolibrary.org/obo/OBI_0001938>	<http://purl.obolibrary.org/obo/OBI_0001933>
<http://purl.obolibrary.org/obo/OBI_0000648>	<http://purl.obolibrary.org/obo/OBI_0000312>	<http://purl.obolibrary.org/obo/OBI_0200175>
<http://purl.obolibrary.org/obo/OBI_0000070>	<http://purl.obolibrary.org/obo/BFO_0000055>	<http://purl.obolibrary.org/obo/OBI_0000067>
<http://purl.obolibrary.org/obo/CHEBI_22977>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0000951>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000931>
<https://w3id.org/pmd/co/PMD_0050016>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050004>
<https://w3id.org/pmd/co/PMD_0050075>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid1208
<https://w3id.org/pmd/co/PMD_0090015>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0090012>
<https://w3id.org/pmd/co/PMD_0000976>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000034>
<http://purl.obolibrary.org/obo/CHEBI_33361>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<http://purl.obolibrary.org/obo/BFO_0000009>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000006>
<https://w3id.org/pmd/co/PMD_0050063>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050062>
<https://w3id.org/pmd/co/PMD_0000775>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0011034>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000120>
<https://w3id.org/pmd/co/PMD_0050040>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000546>
<http://purl.obolibrary.org/obo/CHEBI_33397>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0000991>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000508>
<https://w3id.org/pmd/co/PMD_0090051>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050022>
<https://w3id.org/pmd/co/PMD_0000650>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000646>
<http://purl.obolibrary.org/obo/BFO_0000140>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000141>
<https://w3id.org/pmd/co/PMD_0050133>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000661>
<https://w3id.org/pmd/co/PMD_0000656>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000556>
<https://w3id.org/pmd/co/PMD_0000981>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000005>
<https://w3id.org/pmd/co/PMD_0000965>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000024>
<https://w3id.org/pmd/co/PMD_0090002>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020142>
<https://w3id.org/pmd/co/PMD_0090007>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000120>
<http://purl.obolibrary.org/obo/BFO_0000015>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000003>
<http://purl.obolibrary.org/obo/CHEBI_28659>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_25585>
<https://w3id.org/pmd/co/PMD_0000889>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000635>
<http://purl.obolibrary.org/obo/CHEBI_33368>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<http://purl.obolibrary.org/obo/OBI_0001933>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<https://w3id.org/pmd/co/PMD_0050108>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050101>
<https://w3id.org/pmd/co/PMD_0001015>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0001014>
<https://w3id.org/pmd/co/PMD_0000561>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0050084>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050055>
<https://w3id.org/pmd/co/PMD_0050126>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000661>
<https://w3id.org/pmd/co/PMD_0020208>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000142>
<http://purl.obolibrary.org/obo/OBI_0000070>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/COB_0000035>
<https://w3id.org/pmd/co/PMD_0000527>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000862>
<https://w3id.org/pmd/co/PMD_0050144>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050143>
<https://w3id.org/pmd/co/PMD_0025015>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000798>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000856>
<https://w3id.org/pmd/co/PMD_0000876>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000966>
<http://purl.obolibrary.org/obo/BFO_0000017>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000020>
<https://w3id.org/pmd/co/PMD_0020073>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000926>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000849>
<https://w3id.org/pmd/co/PMD_0020044>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000905>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000899>
<https://w3id.org/pmd/co/PMD_0000774>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000775>
<https://w3id.org/pmd/co/PMD_0020185>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0000973>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/IAO_0020000>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<https://w3id.org/pmd/co/PMD_0000542>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0001011>
<https://w3id.org/pmd/co/PMD_0000539>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000618>
<https://w3id.org/pmd/co/PMD_0050048>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050046>
<https://w3id.org/pmd/co/PMD_0000000>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid163
<http://purl.obolibrary.org/obo/CHEBI_37376>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_23367>
<https://w3id.org/pmd/co/PMD_0000620>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000621>
<https://w3id.org/pmd/co/PMD_0011034>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid573
<https://w3id.org/pmd/co/PMD_0020178>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000030>
<http://purl.obolibrary.org/obo/IAO_0000007>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000033>
<https://w3id.org/pmd/co/PMD_0000818>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000648>
<https://w3id.org/pmd/co/PMD_0000521>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<https://w3id.org/pmd/co/PMD_0001998>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid510
<https://w3id.org/pmd/co/PMD_0000649>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000646>
<https://w3id.org/pmd/co/PMD_0050042>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050041>
<https://w3id.org/pmd/co/PMD_0050053>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050049>
<https://w3id.org/pmd/co/PMD_0020052>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0001008>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000802>
<https://w3id.org/pmd/co/PMD_0020055>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000588>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0020038>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<http://purl.obolibrary.org/obo/CHEBI_49696>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_25585>
<https://w3id.org/pmd/co/PMD_0020005>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<https://w3id.org/pmd/co/PMD_0001024>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0050121>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050118>
<https://w3id.org/pmd/co/PMD_0050045>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050040>
<https://w3id.org/pmd/co/PMD_0020031>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000531>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000532>
<https://w3id.org/pmd/co/PMD_0020063>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000621>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000005>
<http://purl.obolibrary.org/obo/CHEBI_33372>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33319>
<https://w3id.org/pmd/co/PMD_0020222>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020194>
<https://w3id.org/pmd/co/PMD_0050139>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050106>
<https://w3id.org/pmd/co/PMD_0000969>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000034>
<https://w3id.org/pmd/co/PMD_0020167>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000882>
<https://w3id.org/pmd/co/PMD_0020156>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020136>
<http://purl.obolibrary.org/obo/IAO_0000311>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000310>
<https://w3id.org/pmd/co/PMD_0001046>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020132>
<https://w3id.org/pmd/co/PMD_0000946>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000501>
<https://w3id.org/pmd/co/PMD_0000630>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000629>
<https://w3id.org/pmd/co/PMD_0050051>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0040001>
<https://w3id.org/pmd/co/PMD_0000784>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000557>
<http://purl.obolibrary.org/obo/CHEBI_33319>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0050032>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050030>
<http://purl.obolibrary.org/obo/OBI_0001930>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0001933>
<https://w3id.org/pmd/co/PMD_0020070>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0050035>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050032>
<https://w3id.org/pmd/co/PMD_0000592>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000034>
<https://w3id.org/pmd/co/PMD_0050002>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050000>
<https://w3id.org/pmd/co/PMD_0010019>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0010014>
<https://w3id.org/pmd/co/PMD_0010020>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000667>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000648>
<https://w3id.org/pmd/co/PMD_0050084>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050082>
<https://w3id.org/pmd/co/PMD_0000834>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000502>
<https://w3id.org/pmd/co/PMD_0050082>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050081>
<https://w3id.org/pmd/co/PMD_0020224>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000029>
<https://w3id.org/pmd/co/PMD_0020104>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020101>
<http://purl.obolibrary.org/obo/BFO_0000142>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000140>
<https://w3id.org/pmd/co/PMD_0000645>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<https://w3id.org/pmd/co/PMD_0000955>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid486
<http://purl.obolibrary.org/obo/BFO_0000147>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000140>
<https://w3id.org/pmd/co/PMD_0020187>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0025004>
<https://w3id.org/pmd/co/PMD_0020105>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000127>
<https://w3id.org/pmd/co/PMD_0000526>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000027>
<https://w3id.org/pmd/co/PMD_0020000>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000040>
<https://w3id.org/pmd/co/PMD_0020139>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020113>
<http://purl.obolibrary.org/obo/IAO_0000109>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000027>
<http://purl.obolibrary.org/obo/UO_1000163>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/UO_0000000>
<https://w3id.org/pmd/co/PMD_0020240>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020213>
<https://w3id.org/pmd/co/PMD_0010004>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020096>
<http://purl.obolibrary.org/obo/CHEBI_25016>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0025018>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000145>
<https://w3id.org/pmd/co/PMD_0020164>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000882>
<https://w3id.org/pmd/co/PMD_0000987>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000849>
<https://w3id.org/pmd/co/PMD_0000123>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000300>
<http://purl.obolibrary.org/obo/CHEBI_49637>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_25585>
<https://w3id.org/pmd/co/PMD_0020195>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<https://w3id.org/pmd/co/PMD_0000808>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000806>
<https://w3id.org/pmd/co/PMD_0040001>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020132>
<https://w3id.org/pmd/co/PMD_0000565>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000563>
<https://w3id.org/pmd/co/PMD_0000933>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000583>
<https://w3id.org/pmd/co/PMD_0000937>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0001005>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000916>
<https://w3id.org/pmd/co/PMD_0020147>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020136>
<https://w3id.org/pmd/co/PMD_0020220>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<https://w3id.org/pmd/co/PMD_0000819>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000875>
<https://w3id.org/pmd/co/PMD_0000587>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000635>
<https://w3id.org/pmd/co/PMD_0001006>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0000811>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0020233>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000029>
<http://purl.obolibrary.org/obo/CHEBI_28984>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0000929>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000849>
<https://w3id.org/pmd/co/PMD_0000783>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000933>
<https://w3id.org/pmd/co/PMD_0000856>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0000070>
<http://purl.obolibrary.org/obo/CHEBI_194541>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_23367>
<http://purl.obolibrary.org/obo/OBI_0000070>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid121
<https://w3id.org/pmd/co/PMD_0050116>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050113>
<https://w3id.org/pmd/co/PMD_0000507>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0000070>
<https://w3id.org/pmd/co/PMD_0020176>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000030>
<https://w3id.org/pmd/co/PMD_0000858>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0050026>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050022>
